Created Date & Time,Request Type,Sub Request Type,Branch Name,Customer Comments,Comments Date & Time,Total Calls,Latitude_Comment,Longitude_Comment,closest_park,min_distance,ADDRESS,Latitude_Park,Longitude_Park,Keyword,Comment Address,Zone,comment_topics
1/5/21 10:30,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,"&nbsp;There is a garbage can that is overflowing. I was wondering if it was someone missed? It is located on the same street as Wilfred Hunt school, at the entrance of a path that leads to the street in front of Wilfred Hunt.&nbsp;Thank you very much for all you do. Our parks are more important than ever this year!&nbsp;Thank you!&nbsp;",1/5/21 10:32,1.0,50.43019,-104.56182,UNIVERSITY PARK,0.145700545997031,25 MICHENER DR,50.4311,-104.56034,Overflowing garbage can,121   MAYFIELD RD,EAST,110
1/5/21 12:17,Parks Inquiry,PathMntnc,Parks Maintenance,"&nbsp; I always walk my dogs in Lakeridge Park and I am so grateful for the people that clear the paths, and that they clean them so promptly. I share this gratitude with many other walkers. Thank you again!?",1/5/21 12:36,1.0,50.50104,-104.65853,LAKERIDGE PARK,0.0,5560 LEIBEL CRES,50.50104,-104.65853,Path maintenance.,5560   LEIBEL CRES,WEST,7
1/5/21 14:57,Parks Inquiry,ParksMnt,Parks Maintenance,Caller is wanting to see if we can get some sand down by the dog park gates at Mount pleasant and also if we can open up the other gate as with water tanker in the one area going into the dog park is going to be full of cluster.,1/5/21 15:00,1.0,50.4672738,-104.5959123,EASTVIEW PARK,0.5206251146419768,945 BRODER ST,50.46427,-104.59027,Dog park gate sand/cluster,750 N WINNIPEG ST,CENTRAL,-1
1/5/21 18:22,Parks Inquiry,OutdrRink,Parks Maintenance,Lights at outdoor rink do not work. Please check and repair.,1/5/21 18:23,1.0,50.4310758,-104.5616937,UNIVERSITY PARK,0.0959227809733235,25 MICHENER DR,50.4311,-104.56034,Lights,165   WINDFIELD RD,EAST,55
1/6/21 10:16,Parks Inquiry,OutdrRink,Parks Maintenance,"The nearby out door skating rink links turn on at midnight, and they are pointed right into his home. Even with blinds, it makes it impossible to sleep. Caller would like to know if a locked timer can be added so they don't turn on so late. Or if they can be moved so they do not point into his home. This is Leslie Park",1/6/21 10:18,1.0,50.4477343,-104.6338207,LESLIE PARK  LAWN BOWLING PARK,0.2059864248496029,3820 VICTORIA AVE,50.44771110000001,-104.6367296,Noise,1957   MCTAVISH ST,CENTRAL,34
1/6/21 23:09,Parks Inquiry,No Subtype,Parks Maintenance,"New construction basement, we will need to access the pathway to the North of 4401 Sage Drive in the Creeks with a bobcat in order to complete the back- filling of the new concrete foundation",1/6/21 23:11,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,.Construction noise,4401   SAGE DR,EAST,34
1/7/21 8:34,Parks Inquiry,VehcleAcce,Parks Maintenance,"Caller sent email to submit for a permit of access. Instead of being told it was approved or not, he got an email asking him to go to the website to print off an access form to send in. He says it was apart of the email he had sent and wants to know what to do.",1/7/21 8:36,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,Processing time,4401   SAGE DR,EAST,-1
1/7/21 9:04,Parks Inquiry,VehcleAcce,Parks Maintenance,"New construction basement, we will need to access the pathway to the North of 4401 Sage Drive in the Creeks with a bobcat in order to complete the back- filling of the new concrete foundation&nbsp; start date jan 7/.21",1/7/21 9:06,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,"Construction, noise",4401   SAGE DR,EAST,34
1/7/21 11:57,Parks Inquiry,PathMntnc,Parks Maintenance,Young girl is doing a great job on the pathway in Philip Rd Park. Resident wants to make sure is told that she is doing a great job. Her name is Amanda and is always doing work in the park. She is doing amazing! Thank you for all your work!,1/7/21 12:00,1.0,50.4266099,-104.5457799,PHILLIP PARK,0.0,3256 MARGARET RD,50.4266099,-104.5457799,Resident concerns not addressed.,3256   MARGARET RD,EAST,6
1/7/21 12:00,Parks Inquiry,PathMntnc,Parks Maintenance,"&nbsp;Could you please sand the two entrances south off of Bothwell Cres that go into Mount Pleasant Park, they are pure ice, very dangerous for humans and dogs. Thankyou!",1/7/21 12:11,1.0,50.4917938,-104.597258,BOTHWELL PARK,0.1242300005801785,94 BOTHWELL CRES,50.4927599,-104.59814," ice, safety",109   BOTHWELL CRES,NORTH,82
1/7/21 16:10,Parks Inquiry,OutdrRink,Parks Maintenance,Caller states the threshold of the doorway to the ice shack has heaved and now the door will not close. It needs to be shaved down. Please attend.,1/7/21 16:13,1.0,50.4491616,-104.6470508,MCNAB PARK,0.0,4802 11TH AVE,50.4491616,-104.6470508,Inaccessible ice shack.,4802   11TH AVE,WEST,82
1/7/21 16:15,Parks Inquiry,ParksMnt,Parks Maintenance,Caller states the walkways in Westhill Park are littered with dog feces. She is unsure of the owner identities. Caller believes more trash bins may be needed. Please attend.,1/7/21 16:20,1.0,50.48008,-104.69908,WESTHILL PARK,0.0,8103 SHERWOOD DR,50.48008,-104.69908,"Litter,Dog feces",8103   SHERWOOD DR,WEST,53
1/8/21 8:29,Parks Inquiry,OutdrRink,Parks Maintenance,The bench that residents change their skates on is broken outside the outdoor rink. Please fix.,1/8/21 8:33,1.0,50.46427,-104.59027,EASTVIEW PARK,0.0,945 BRODER ST,50.46427,-104.59027,Vandalism,945   BRODER ST,CENTRAL,9
1/8/21 10:31,Parks Inquiry,OutdrRink,Parks Maintenance,"I was awakened this fine morning to that most joyous sound of the back up ""beep, beep, beep"", flashing yellow beacons and truck lights shining into my bedroom window as the city worked on the skating rink at Mable Brown Park AT 6:45AM!!! Do I have to remind the city that there is a noise bylaw from 10pm to 7am (and 7am is a full hour too early in my opinion). Good Morning to you and Thanks guys. Please cease and desist. ?",1/8/21 10:34,1.0,50.4670849,-104.6801682,MABLE BROWN PARK,0.0,225 MIKKELSON DR,50.4670849,-104.6801682,Noise,225   MIKKELSON DR,WEST,34
1/8/21 10:41,Parks Inquiry,ParksMnt,Parks Maintenance,THANK YOU THANK YOU FOR BEING SO QUICK TO SAND THE ENTRYS TO MOUNT PLEASANT OFF OF BOTHWELL!!! MY DOG AND I ARE SAFE NOW AND CAN PUT THE SKATES AWAY,1/8/21 10:43,1.0,50.4917938,-104.597258,BOTHWELL PARK,0.1242300005801785,94 BOTHWELL CRES,50.4927599,-104.59814,Slippery Entry,109   BOTHWELL CRES,NORTH,-1
1/8/21 23:18,Parks Inquiry,OutdrRink,Parks Maintenance,Rink needs to be re-flooded. It was flooded on the afternoon of the 6th. But was subsequently ruined by people skating on it before it froze,1/8/21 23:20,1.0,50.402433,-104.6318816,DR AE PERRY PARK,0.0596758168969169,40 COWIE RD,50.4019,-104.63198,.skating before freezing,93   LINCOLN DR,SOUTH,82
1/10/21 19:02,Parks Inquiry,OutdrRink,Parks Maintenance,The lights are burned out at the ice rink.,1/10/21 19:03,1.0,50.47252,-104.6778999,MCLURG SCHOOL PARK,0.0,201 FULTON DR,50.47252,-104.6778999,Maintenance,201   FULTON DR,WEST,7
1/10/21 23:46,Parks Inquiry,PathMntnc,Parks Maintenance,Just want to say how VERY MUCH I appreciate the wide-swath clearing of the City?s walking paths and the sanding of their slippery areas. This makes it MUCH easier?and safer?to socially distance while we?re sharing the healthy outdoors. THANK YOU and stay healthy! City-wide walkway paths (Pilot Butte Creek++) No need to reply; keep up the good work!,1/10/21 23:56,1.0,50.4760505,-104.6086315,IMPERIAL PARK,0.24660412207108,305 ROSE ST,50.47402,-104.60723,Walkway maintenance,159 N HAMILTON ST,NORTH,88
1/11/21 0:33,Parks Inquiry,ParksMnt,Parks Maintenance,The metal gate at the school that they open for maintence trucks to go in to flood the rink has been left open since Friday. I tried to go close it but needs the key for the padlocks . It looks like it might be broken as the chain andlock seem short and the 2 gates don?t match up.. perhaps that is why it was left unlocked?? Not sure. It?s a safety concern cause people are now driving right through and parking right up by shack and skating area which if little kids are around etc they couldget ran over. This should not be an area for the people to park at. please fix this gate ASAP. Thanks Location Elsie Mironuck play ground by the rink 18 Wakefield Crescent,1/11/21 0:36,1.0,50.4787229,-104.6496854,SHERWOOD PARK,0.0612509206597876,20 WAKEFIELD CRES,50.47914,-104.64912,"Broken gate, safety concern",18   WAKEFIELD CRES,WEST,24
1/11/21 8:08,Parks Inquiry,PathMntnc,Parks Maintenance,"SR has been created in response to an inquiry to Councillor Findura and MayorResponse not requested from resident. Councillor and Mayor have been notified that a response is not required. Departments may contact resident at their own discretion.I would like to commend the person who cleared the walkway path on the retention pond on Cavendish in the Glencairn area of the city. I believe it was done shortly after Christmas. It's obvious this person knew what they were doing and has a good work ethic.This pathway is used by many citizens in our area for walking, and our children use the basin as a tobogganing hill. There is also a play area with equipment for the children. Please pass this on to the city employee who took time to do an exceptional jobof clearing the snow. Happy new year to all!",1/11/21 8:10,1.0,50.4595993,-104.5528354,SCRIVENER PARK,0.0988329301995941,255 CANNON ST,50.45957,-104.55144,Walkway path on retention pond,266   CANNON ST,EAST,88
1/11/21 9:32,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,Caller states there is a trash can along the walkway along side Joanne Goulet Golf course that need to be emptied. Please attend.,1/11/21 9:35,1.0,50.47505,-104.70397,BUNDON PARK,0.6334135572686935,7931 GORDON STASESON BLVD,50.47408,-104.69515,key issue: trash,8045   KESTRAL DR,WEST,48
1/11/21 10:17,Parks Inquiry,ParksMnt,Parks Maintenance,"SR has been created in response to an inquiry to Coucillor Cheryl Stadnichuk and Mayor.Response not requested from resident. Councillor and Mayor have been notified that a response is not required.SR 2043200 has been forwarded to Parks &amp; Open Space Services - no response requested from resident, departments discretion to respond SR 2043201 has been forwarded to Parks Maintenance no response requested from resident, departments discretion to respond Departments may contact resident at their own discretion. A tree trimming/pruning contractor working this morning on the south end of Munro Park (Anderson Avenue side) just moved their two trucks onto the park. I am concerned about the damage the vehicles will do to water sprinkle heads and system beneath the frozen ground.",1/11/21 10:28,1.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,Vehicle damage to sprinkler system.,31   GARDINER AVE,SOUTH,19
1/11/21 10:20,Parks Inquiry,PathMntnc,Parks Maintenance,"Kudos from Councillor Findura regarding a previous SR. Councillor Findura wanted to say thank you as well for the great job!Send a thank you pleaseJohnSent from my iPhoneBegin forwarded message:From: regina.councillor@queue.telax.netDate: January 11, 2021 at 8:10:42 AM CSTTo: John Findura &lt;JFINDURA@regina.ca&gt;, Mayor &lt;Mayor@regina.ca&gt;Subject: Contact Your City Councillor? Service request 2043139 has been forwarded to Parks, no response requested from resident departments discretion to respond.&nbsp;Council Member To ContactMayor Sandra Masters, Ward 5 - Councillor John FinduraYour MessageGood Morning Sandra! I would like to commend the person who cleared the walkway path on the retention pond on Cavendish in the Glencairn area of the city. I believe it was done shortly after Christmas. It's obvious this person knew what they were doing and has a good work ethic. This pathway is used by many citizens in our area for walking, and our children use the basin as a tobogganing hill. There is also a play area with equipment for the children. Please pass this on to the city employee who took time to do an exceptional job of clearing the snow. Happy new year to all!Sincerely,Lorraine ZerrFull NameLorraine ZerrAddress266 Cannon Street, Regina SK. S4N 5B3Preferred Phone306-540-4911Emaillorzer@sasktel.net",1/11/21 10:22,1.0,50.4595993,-104.5528354,SCRIVENER PARK,0.0988329301995941,255 CANNON ST,50.45957,-104.55144,Service Request 20431391. Lack of,266   CANNON ST,EAST,126
1/11/21 11:49,Parks Inquiry,IrrigMtnc,Parks Maintenance,Coleman Park Sign just north there is a leak. near the sidewalk. Around where the playground is on Fines Dr. Please investigate,1/11/21 11:58,1.0,50.4505432,-104.5427166,COLEMAN PARK,0.0,220 FINES DR,50.4505432,-104.5427166, there is a small line of waterWater,220   FINES DR,EAST,103
1/11/21 11:53,Parks Inquiry,PathMntnc,Parks Maintenance,Resident would like to request to have the pathways widened as people walking through are coming into close contact with each other and most do not wear masks. Please look into.,1/11/21 11:58,1.0,50.47505,-104.70397,BUNDON PARK,0.6334135572686935,7931 GORDON STASESON BLVD,50.47408,-104.69515,"Crowding, Masks",8045   KESTRAL DR,WEST,-1
1/11/21 12:59,Parks Inquiry,ParksMnt,Parks Maintenance,"caller is requesting if we can put up a garbage bins in the dog park area as the one bin is far away from dog park area, she is stating a lot of dog waste is being left bc the bin is so far",1/11/21 13:01,1.0,50.46719,-104.55757,CANNON STREET PARK,0.7958297069171659,311 CANNON ST,50.46131,-104.55116,lack of garbage bins,624   SOLOMON CRES,EAST,86
1/11/21 13:23,Parks Inquiry,ParksMnt,Parks Maintenance,"caller is reporting the one way on this parking lot at A.E wilson, does not make sense to have one way, not safe the way its designed people are assuming is that you cant go straight the sign is confusing people would like us to look into this parking lot - we are also not keeping the ice under control",1/11/21 13:31,1.0,50.4602177,-104.6752887,AE WILSON PARK WEST,0.0,1010 MCCARTHY BLVD,50.4602177,-104.6752887,-one way-confusing sign,1010   MCCARTHY BLVD,WEST,68
1/11/21 14:08,Parks Inquiry,OutdrRink,Parks Maintenance,Caller states flooding for out door rink is very bad. There are patches of large ice sticking out. Please fix.,1/11/21 14:10,1.0,50.4334864,-104.6339848,CAEN PARK,0.31698596150797,3010 PRINCESS ST,50.43134,-104.63693,"Flooding, Ice",    MCTAVISH ST,SOUTH,-1
1/12/21 8:20,Parks Inquiry,OutdrRink,Parks Maintenance,For the last two or three weeks people party in the hockey rink for hours from 11 to 2. Please turn off the lights or put a timer so they can not be turned off when it gets late.,1/12/21 8:21,1.0,50.4323968,-104.6279634,LAKEVIEW PARK,0.0732950321968632,2910 ATHOL ST,50.4325199,-104.62898," partying, hockey rink, lights",2949   ATHOL ST,SOUTH,29
1/12/21 12:41,Parks Inquiry,OutdrRink,Parks Maintenance,"calling to report condition of rinks at this park boarded and non boarded area the ice rink is extremely bumpy and really bad, kids are tripping, large cracks not safe to skate on, not being cleared carefully, flooded both yesterday early in the day made it worse. apparently several rinks throughout the city are in the same condition and a lot of people are talking about itinstructors of skating classes are repeatedly warning the kids to be careful",1/12/21 12:48,1.0,50.4477111,-104.6367296,LESLIE PARK  LAWN BOWLING PARK,7.900874738066842e-13,3820 VICTORIA AVE,50.44771110000001,-104.6367296,.unsafe skating conditions,3820   VICTORIA AVE,CENTRAL,29
1/12/21 14:34,Parks Inquiry,OutdrRink,Parks Maintenance,Thank you to the city workers who prepared and flood the ice in Williston Park. I see they are using water from a tank truck this year. I want you to know that your efforts are appreciated and the rink is well used!,1/12/21 14:37,1.0,50.48162,-104.67851,WILLISTON PARK,0.0,30 WILLISTON DR,50.48162,-104.67851," Funding, maintenance",30   WILLISTON DR,WEST,7
1/12/21 15:16,Parks Inquiry,ParksMnt,Parks Maintenance,At the Baseball Field someone has cut a hole in the fence. Large enough for people to get through right by batting cage. Also there are vehicles parked in the parking lot for the ball diamonds. and gates should be locked up.,1/12/21 15:20,1.0,50.4672738,-104.5959123,EASTVIEW PARK,0.5206251146419768,945 BRODER ST,50.46427,-104.59027,"Fence, parking",750 N WINNIPEG ST,CENTRAL,12
1/13/21 8:50,Parks Inquiry,OutdrRink,Parks Maintenance,The push-button activated light does not work at this location. The sign says 5:30 pm to 11 pm. I was there at 6:30 pm and the light did not turn on when the button was pushed. Dieppe is not listed under the rinks where the light does not work. Would this be able to get fixed? Location Outdoor Rink - Dieppe Park Location 45 Dorothy St,1/13/21 8:59,1.0,50.4583827,-104.6802211,AE WILSON PARK WEST,0.4044106346642637,1010 MCCARTHY BLVD,50.4602177,-104.6752887,Light doesn't turn on,145   DOROTHY ST,WEST,102
1/13/21 10:39,Parks Inquiry,ParksMnt,Parks Maintenance,"Somone padlocked the gate at the end of the alley by city square and they did not do it the way the City workers do I think it was just a prank.It's caused havoc downtown for 2 days , could someone check it out there is obviously zero activity on the square so it had to be a prank",1/13/21 10:42,1.0,50.4490817,-104.6112641,CITY SQUARE PLAZA,0.0093489438801615,2100 12TH AVE,50.4490062,-104.611206,"padlocked gate, city square",1874   SCARTH ST,CENTRAL,24
1/13/21 10:50,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,"Garbage can at sidewalk is full to overflowing, threatening to blow all over the neighbourhood with the upcoming winds!!!North side of 3500 Arbor Grove Drive (Woodland Grove Park) at the intersection of Arbor Grove and Hazel Grove",1/13/21 10:54,1.0,50.4241,-104.53122,WOODLAND GROVE PARK,0.0,3507 ARBOR GROVE DR,50.4241,-104.53122,Garbage,3507   ARBOR GROVE DR,EAST,45
1/13/21 11:12,Parks Inquiry,PathMntnc,Parks Maintenance,"I?ve noticed with appreciation how most walking paths are being cleared on either side, making for a wider and safer (less slippery) walking surface. How about clearing the path on Prince of Wales, from the lighted intersection to the stop sign? Also, what about the original park in Wascana View just down from the fountains? It?s not getting any lovin?/clearing, which makes it a challenge for dog walking unless others tramp in down.",1/13/21 11:25,1.0,50.4203,-104.53918,WASCANA VIEW PARK,0.0,3025 WASCANA CIRCLE,50.4203,-104.53918,Lack of maintenance.,3025   WASCANA CIR,EAST,137
1/14/21 9:33,Parks Inquiry,ParksMnt,Parks Maintenance,resident is reporting chainlink fence that runs along entire length of this pathway was knocked down by snow behind 301 Brookview unsure if city fence or private - please contact to advise,1/14/21 9:36,1.0,50.4743666,-104.6900089,STEINSON PARK,0.2032144669758974,7700 GORDON STASESON BLVD,50.47579,-104.69181,Fencing,417   BROOKVIEW DR,WEST,12
1/14/21 10:16,Parks Inquiry,PathMntnc,Parks Maintenance,"I would like to request the sidewalk running north and south through Gocki Park located just south of the Core Ritchie be cleared. Our students in wheelchairs from St. Maria Faustina School use this sidewalk to access the Core Ritchiegym on Thursday afternoons. If this could be cleared ASAP, we would really appreciate it! Thanks a bunch!425-15th Avenue",1/14/21 10:20,1.0,50.4432305,-104.5865071,GOCKI PARK,0.0,2230 LINDSAY ST,50.4432305,-104.5865071, NAccessibility,2230   LINDSAY ST,CENTRAL,-1
1/15/21 8:02,Parks Inquiry,PathMntnc,Parks Maintenance,Kiwanis Park the walkiing path needs to be cleaned. The whole Park is hard to walk in. Please clear,1/15/21 8:04,1.0,50.43732,-104.6297699,KIWANIS WATERFALL PARK,0.0,2755 ELPHINSTONE ST,50.43732,-104.6297699," the debrisunsightly, debris,",2755   ELPHINSTONE ST,SOUTH,35
1/15/21 11:08,Parks Inquiry,ParksMnt,Parks Maintenance,"SR has been created in response to an inquiry to Councillor Stadnichuk and Mayor.Ensure Councillor and mayor@regina.ca are copied on the response to the customer.For the first time since we moved into our home in 1990, Munro Park is being used as a snow dump this morning. I could not read the name on the dump truck because it was obscured by our trees. The dump truck is accessing Munro Park fromthe north end (Gardiner Avenue). In addition, the truck and trailer the crew used to bring a small bobcat into the area at 7:30sh this morning, is still parked across the front entrance to the park. Again, I am concerned about the damage these vehicles aredoing to the sprinkler system. Be safe. Be warm.",1/15/21 11:09,1.0,50.4153797,-104.6056405,MUNROE PARK,0.1186494709601625,31 GARDINER AVE,50.4143159,-104.6055101,Damage to sprinkler system.,40   GARDINER AVE,SOUTH,-1
1/15/21 12:16,Parks Inquiry,ParksMnt,Parks Maintenance,Just wondering why a private contractor is dumping snow in the north end of Monroe Park. In the 30+ years we have lived here this is the first time this has happened.,1/15/21 12:27,2.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,-snow removal,31   GARDINER AVE,SOUTH,11
1/15/21 15:03,Parks Inquiry,ParksMnt,Parks Maintenance,Caller states that someone wreaked the park with a front loader. Caller suspect that it was 44 Gardner as there are huge tire treds going from his place to the park and some of the bushes are wreaked. Please investigate.,1/15/21 15:07,1.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,Vandalism,31   GARDINER AVE,SOUTH,9
1/15/21 16:01,Parks Inquiry,OutdrRink,Parks Maintenance,McNab Park Rink lights have not worked properly since the power went out in the storm 2 days ago - also asking to have the heat turned up some inside the shack,1/15/21 16:03,1.0,50.4491616,-104.6470508,MCNAB PARK,0.0,4802 11TH AVE,50.4491616,-104.6470508,"Broken lights, no heat",4802   11TH AVE,WEST,102
1/16/21 18:09,Parks Inquiry,OutdrRink,Parks Maintenance,"The ice rink lights are not working, please inspect.",1/16/21 18:12,1.0,50.4022999,-104.61077,MIKE BADHAM PARK,0.0,2606 GRANT RD,50.4022999,-104.61077,Not working,2606   GRANT RD,SOUTH,102
1/16/21 19:22,Parks Inquiry,OutdrRink,Parks Maintenance,Outdoor Rink Lights not working.,1/16/21 19:24,1.0,50.4325199,-104.62898,LAKEVIEW PARK,0.0,2910 ATHOL ST,50.4325199,-104.62898,Not functioning lights.,2910   ATHOL ST,SOUTH,102
1/16/21 19:39,Parks Inquiry,OutdrRink,Parks Maintenance,Outdoor Rink lights do not turn on,1/16/21 19:41,1.0,50.4755261,-104.6073822,IMPERIAL PARK,0.1678166716533897,305 ROSE ST,50.47402,-104.60723,Lights,200   BROAD ST,NORTH,55
1/17/21 19:07,Parks Inquiry,OutdrRink,Parks Maintenance,Outdoor Rink lights are not working. Its not safe.,1/17/21 19:11,1.0,50.4633996,-104.6565958,ROSEMONT SCHOOL PARK,0.0,5310 4TH AVE,50.4633996,-104.6565958,Safety,5310   4TH AVE,WEST,2
1/17/21 19:52,Parks Inquiry,OutdrRink,Parks Maintenance,Outdoor Rink lights are not working,1/17/21 19:55,1.0,50.4325199,-104.62898,LAKEVIEW PARK,0.0,2910 ATHOL ST,50.4325199,-104.62898,Lack of light,2910   ATHOL ST,SOUTH,-1
1/18/21 1:30,Parks Inquiry,PathMntnc,Parks Maintenance,When will the bike/walking path on Courtney St be cleared?Courtney St between Maple Ford Gate and 9th Avenue N.,1/18/21 1:37,1.0,50.4941761,-104.686848,HAYWORTH CRESCENT PARK,0.5626273839831281,750 RINK AVE,50.4905199,-104.68135,Bike/walking path not cleared.,    COURTNEY ST,WEST,114
1/18/21 2:24,Parks Inquiry,ParksMnt,Parks Maintenance,"The skating rink flooded/built at Jack McKenzie school is wonderful and well used. Our home backs the school ground (we live on Canterbury Pl). The chain link gate from the teachers parking lot to the field area was opened weeks ago toflood/build the rink, but that work has now been completed. This chain was never locked back up. Last night there was a vehicle driving all over the school ground and doing donuts on the rink. I called the police but the vehicle left while we were on the phone.As well on numerous occasions people have been driving onto the school grounds right up to the rink to go skating. There is no need for this as the teachers parking lot is very close by.&nbsp;I would request that this gate be locked so that these kinds of activities are stopped.",1/18/21 2:28,1.0,50.4293245,-104.5293795,PRINCE WILLIAM PARK,0.0,3860 BUCKINGHAM DR,50.4293245,-104.5293795,"vandalism, trespassing",3860 E BUCKINGHAM DR,EAST,84
1/18/21 8:17,Parks Inquiry,PathMntnc,Parks Maintenance,Caller would like us to clear a pathway for people to walk through it.,1/18/21 8:19,2.0,50.4582869,-104.6086978,STEWART RUSSELL PARK,0.0,1912 E 7TH AVE,50.4582869,-104.6086978," accessibility, pathway",1912 E 7TH AVE,EAST,64
1/18/21 8:35,Parks Inquiry,LitPubProp,Parks Maintenance,"Some one has emptied the park garbage containers on the ground, squished the dog poop bags and thrown garbage everywhere. The children walking to school will have to get around the mess. Person has done this last couple days",1/18/21 8:43,1.0,50.4897573,-104.6705122,WH FORD PARK,0.0,6129 DALGLIESH DR,50.4897573,-104.6705122,Garbage on the ground,6129   DALGLIESH DR,WEST,-1
1/18/21 8:55,Parks Inquiry,PathMntnc,Parks Maintenance,We have been walking daily on the bike path. Although it has been cleared its is very icy. It is used by many walkers and is dangerous. Could the city spread some sand on the path? Selinger Park in Richmond Place. Bike path all the way between Fleet Street and Assiniboia Avenue,1/18/21 8:57,1.0,50.4218226,-104.5566431,SELINGER PARK,0.3978267611299655,3674 SELINGER CRES,50.41914999999999,-104.55291,Icy bike path,1803 E ASSINIBOINE AVE,EAST,138
