Created Date & Time,Request Type,Sub Request Type,Branch Name,Customer Comments,Comments Date & Time,Total Calls,Latitude_Comment,Longitude_Comment,closest_park,min_distance,ADDRESS,Latitude_Park,Longitude_Park,Keyword,Comment Address,Zone,comment_topics,Year,Month,DayOfWeek,HourOfDay,season,topic_count,Topic_cat_l3,Topic_cat_l2,Topic_cat_l1
1/5/21 10:30,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,"&nbsp;there is a garbage can that is overflowing. i was wondering if it was someone missed? it is located on the same street as wilfred hunt school, at the entrance of a path that leads to the street in front of wilfred hunt.&nbsp;thank you very much for all you do. our parks are more important than ever this year!&nbsp;thank you!&nbsp;",1/5/21 10:32,1.0,50.43019,-104.56182,UNIVERSITY PARK,0.145700545997031,25 MICHENER DR,50.4311,-104.56034,Overflowing garbage can,121   MAYFIELD RD,EAST,110,2021,1,2,10,Winter,15,110_overflowing_overflow_bin_garbage,tree,landscape construction and management
1/5/21 12:17,Parks Inquiry,PathMntnc,Parks Maintenance,"&nbsp; i always walk my dogs in lakeridge park and i am so grateful for the people that clear the paths, and that they clean them so promptly. i share this gratitude with many other walkers. thank you again!?",1/5/21 12:36,1.0,50.50104,-104.65853,LAKERIDGE PARK,0.0,5560 LEIBEL CRES,50.50104,-104.65853,Path maintenance.,5560   LEIBEL CRES,WEST,7,2021,1,2,12,Winter,70,7_maintenance_repairs_youlack_great,clean,sanitary
1/5/21 14:57,Parks Inquiry,ParksMnt,Parks Maintenance,caller is wanting to see if we can get some sand down by the dog park gates at mount pleasant and also if we can open up the other gate as with water tanker in the one area going into the dog park is going to be full of cluster.,1/5/21 15:00,1.0,50.4672738,-104.5959123,EASTVIEW PARK,0.5206251146419768,945 BRODER ST,50.46427,-104.59027,Dog park gate sand/cluster,750 N WINNIPEG ST,CENTRAL,-1,2021,1,2,14,Winter,633,-1_tree_hazard_pruning_path,can,sanitary
1/5/21 18:22,Parks Inquiry,OutdrRink,Parks Maintenance,lights at outdoor rink do not work. please check and repair.,1/5/21 18:23,1.0,50.4310758,-104.5616937,UNIVERSITY PARK,0.0959227809733235,25 MICHENER DR,50.4311,-104.56034,Lights,165   WINDFIELD RD,EAST,55,2021,1,2,18,Winter,23,55_lights_solar_parameters_button,lights,public facilities
1/6/21 10:16,Parks Inquiry,OutdrRink,Parks Maintenance,"the nearby out door skating rink links turn on at midnight, and they are pointed right into his home. even with blinds, it makes it impossible to sleep. caller would like to know if a locked timer can be added so they don't turn on so late. or if they can be moved so they do not point into his home. this is leslie park",1/6/21 10:18,1.0,50.4477343,-104.6338207,LESLIE PARK  LAWN BOWLING PARK,0.2059864248496029,3820 VICTORIA AVE,50.44771110000001,-104.6367296,Noise,1957   MCTAVISH ST,CENTRAL,34,2021,1,3,10,Winter,32,34_noise_traffic_pedestrian_cyclists,can,sanitary
1/6/21 23:09,Parks Inquiry,No Subtype,Parks Maintenance,"new construction basement, we will need to access the pathway to the north of 4401 sage drive in the creeks with a bobcat in order to complete the back- filling of the new concrete foundation",1/6/21 23:11,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,.Construction noise,4401   SAGE DR,EAST,34,2021,1,3,23,Winter,32,34_noise_traffic_pedestrian_cyclists,path,security administration 
1/7/21 8:34,Parks Inquiry,VehcleAcce,Parks Maintenance,"caller sent email to submit for a permit of access. instead of being told it was approved or not, he got an email asking him to go to the website to print off an access form to send in. he says it was apart of the email he had sent and wants to know what to do.",1/7/21 8:36,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,Processing time,4401   SAGE DR,EAST,-1,2021,1,4,8,Winter,633,-1_tree_hazard_pruning_path,tree,landscape construction and management
1/7/21 9:04,Parks Inquiry,VehcleAcce,Parks Maintenance,"new construction basement, we will need to access the pathway to the north of 4401 sage drive in the creeks with a bobcat in order to complete the back- filling of the new concrete foundation&nbsp; start date jan 7/.21",1/7/21 9:06,1.0,50.4085853,-104.522877,OKIMASIS PARK,0.2881026171438007,4200 WILD ROSE PL,50.41084,-104.52488,"Construction, noise",4401   SAGE DR,EAST,34,2021,1,4,9,Winter,32,34_noise_traffic_pedestrian_cyclists,path,security administration 
1/7/21 11:57,Parks Inquiry,PathMntnc,Parks Maintenance,young girl is doing a great job on the pathway in philip rd park. resident wants to make sure is told that she is doing a great job. her name is amanda and is always doing work in the park. she is doing amazing! thank you for all your work!,1/7/21 12:00,1.0,50.4266099,-104.5457799,PHILLIP PARK,0.0,3256 MARGARET RD,50.4266099,-104.5457799,Resident concerns not addressed.,3256   MARGARET RD,EAST,6,2021,1,4,11,Winter,73,6_visitor_complaint_this_key,path,security administration 
1/7/21 12:00,Parks Inquiry,PathMntnc,Parks Maintenance,"&nbsp;could you please sand the two entrances south off of bothwell cres that go into mount pleasant park, they are pure ice, very dangerous for humans and dogs. thankyou!",1/7/21 12:11,1.0,50.4917938,-104.597258,BOTHWELL PARK,0.1242300005801785,94 BOTHWELL CRES,50.4927599,-104.59814," ice, safety",109   BOTHWELL CRES,NORTH,82,2021,1,4,12,Winter,18,82_ice_nbspice_thin_because,ice,winter service
1/7/21 16:10,Parks Inquiry,OutdrRink,Parks Maintenance,caller states the threshold of the doorway to the ice shack has heaved and now the door will not close. it needs to be shaved down. please attend.,1/7/21 16:13,1.0,50.4491616,-104.6470508,MCNAB PARK,0.0,4802 11TH AVE,50.4491616,-104.6470508,Inaccessible ice shack.,4802   11TH AVE,WEST,82,2021,1,4,16,Winter,18,82_ice_nbspice_thin_because,ice,winter service
1/7/21 16:15,Parks Inquiry,ParksMnt,Parks Maintenance,caller states the walkways in westhill park are littered with dog feces. she is unsure of the owner identities. caller believes more trash bins may be needed. please attend.,1/7/21 16:20,1.0,50.48008,-104.69908,WESTHILL PARK,0.0,8103 SHERWOOD DR,50.48008,-104.69908,"Litter,Dog feces",8103   SHERWOOD DR,WEST,53,2021,1,4,16,Winter,23,53_feces_dog_poop_excrement,bin,sanitary
1/8/21 8:29,Parks Inquiry,OutdrRink,Parks Maintenance,the bench that residents change their skates on is broken outside the outdoor rink. please fix.,1/8/21 8:33,1.0,50.46427,-104.59027,EASTVIEW PARK,0.0,945 BRODER ST,50.46427,-104.59027,Vandalism,945   BRODER ST,CENTRAL,9,2021,1,5,8,Winter,66,9_vandalism_graffiti_inappropriate_vandalized,rink,public facilities 
1/8/21 10:31,Parks Inquiry,OutdrRink,Parks Maintenance,"i was awakened this fine morning to that most joyous sound of the back up ""beep, beep, beep"", flashing yellow beacons and truck lights shining into my bedroom window as the city worked on the skating rink at mable brown park at 6:45am!!! do i have to remind the city that there is a noise bylaw from 10pm to 7am (and 7am is a full hour too early in my opinion). good morning to you and thanks guys. please cease and desist. ?",1/8/21 10:34,1.0,50.4670849,-104.6801682,MABLE BROWN PARK,0.0,225 MIKKELSON DR,50.4670849,-104.6801682,Noise,225   MIKKELSON DR,WEST,34,2021,1,5,10,Winter,32,34_noise_traffic_pedestrian_cyclists,lights,public facilities
1/8/21 10:41,Parks Inquiry,ParksMnt,Parks Maintenance,thank you thank you for being so quick to sand the entrys to mount pleasant off of bothwell!!! my dog and i are safe now and can put the skates away,1/8/21 10:43,1.0,50.4917938,-104.597258,BOTHWELL PARK,0.1242300005801785,94 BOTHWELL CRES,50.4927599,-104.59814,Slippery Entry,109   BOTHWELL CRES,NORTH,-1,2021,1,5,10,Winter,633,-1_tree_hazard_pruning_path,can,sanitary
1/8/21 23:18,Parks Inquiry,OutdrRink,Parks Maintenance,rink needs to be re-flooded. it was flooded on the afternoon of the 6th. but was subsequently ruined by people skating on it before it froze,1/8/21 23:20,1.0,50.402433,-104.6318816,DR AE PERRY PARK,0.0596758168969169,40 COWIE RD,50.4019,-104.63198,.skating before freezing,93   LINCOLN DR,SOUTH,82,2021,1,5,23,Winter,18,82_ice_nbspice_thin_because,flood,maintenance
1/10/21 19:02,Parks Inquiry,OutdrRink,Parks Maintenance,the lights are burned out at the ice rink.,1/10/21 19:03,1.0,50.47252,-104.6778999,MCLURG SCHOOL PARK,0.0,201 FULTON DR,50.47252,-104.6778999,Maintenance,201   FULTON DR,WEST,7,2021,1,7,19,Winter,70,7_maintenance_repairs_youlack_great,ice,winter service
1/10/21 23:46,Parks Inquiry,PathMntnc,Parks Maintenance,just want to say how very much i appreciate the wide-swath clearing of the city?s walking paths and the sanding of their slippery areas. this makes it much easier?and safer?to socially distance while we?re sharing the healthy outdoors. thank you and stay healthy! city-wide walkway paths (pilot butte creek++) no need to reply; keep up the good work!,1/10/21 23:56,1.0,50.4760505,-104.6086315,IMPERIAL PARK,0.24660412207108,305 ROSE ST,50.47402,-104.60723,Walkway maintenance,159 N HAMILTON ST,NORTH,88,2021,1,7,23,Winter,17,88_walkway_cleared_walkways_plowed,path,security administration 
1/11/21 0:33,Parks Inquiry,ParksMnt,Parks Maintenance,the metal gate at the school that they open for maintence trucks to go in to flood the rink has been left open since friday. i tried to go close it but needs the key for the padlocks . it looks like it might be broken as the chain andlock seem short and the 2 gates don?t match up.. perhaps that is why it was left unlocked?? not sure. it?s a safety concern cause people are now driving right through and parking right up by shack and skating area which if little kids are around etc they couldget ran over. this should not be an area for the people to park at. please fix this gate asap. thanks location elsie mironuck play ground by the rink 18 wakefield crescent,1/11/21 0:36,1.0,50.4787229,-104.6496854,SHERWOOD PARK,0.0612509206597876,20 WAKEFIELD CRES,50.47914,-104.64912,"Broken gate, safety concern",18   WAKEFIELD CRES,WEST,24,2021,1,1,0,Winter,40,24_gate_gates_security_locked,safety,security administration 
1/11/21 8:08,Parks Inquiry,PathMntnc,Parks Maintenance,"sr has been created in response to an inquiry to councillor findura and mayorresponse not requested from resident. councillor and mayor have been notified that a response is not required. departments may contact resident at their own discretion.i would like to commend the person who cleared the walkway path on the retention pond on cavendish in the glencairn area of the city. i believe it was done shortly after christmas. it's obvious this person knew what they were doing and has a good work ethic.this pathway is used by many citizens in our area for walking, and our children use the basin as a tobogganing hill. there is also a play area with equipment for the children. please pass this on to the city employee who took time to do an exceptional jobof clearing the snow. happy new year to all!",1/11/21 8:10,1.0,50.4595993,-104.5528354,SCRIVENER PARK,0.0988329301995941,255 CANNON ST,50.45957,-104.55144,Walkway path on retention pond,266   CANNON ST,EAST,88,2021,1,1,8,Winter,17,88_walkway_cleared_walkways_plowed,snow,winter service
1/11/21 9:32,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,caller states there is a trash can along the walkway along side joanne goulet golf course that need to be emptied. please attend.,1/11/21 9:35,1.0,50.47505,-104.70397,BUNDON PARK,0.6334135572686935,7931 GORDON STASESON BLVD,50.47408,-104.69515,key issue: trash,8045   KESTRAL DR,WEST,48,2021,1,1,9,Winter,26,48_trash_homelessness_unhealthy_callers,walkway,security administration 
1/11/21 10:17,Parks Inquiry,ParksMnt,Parks Maintenance,"sr has been created in response to an inquiry to coucillor cheryl stadnichuk and mayor.response not requested from resident. councillor and mayor have been notified that a response is not required.sr 2043200 has been forwarded to parks &amp; open space services - no response requested from resident, departments discretion to respond sr 2043201 has been forwarded to parks maintenance no response requested from resident, departments discretion to respond departments may contact resident at their own discretion. a tree trimming/pruning contractor working this morning on the south end of munro park (anderson avenue side) just moved their two trucks onto the park. i am concerned about the damage the vehicles will do to water sprinkle heads and system beneath the frozen ground.",1/11/21 10:28,1.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,Vehicle damage to sprinkler system.,31   GARDINER AVE,SOUTH,19,2021,1,1,10,Winter,45,19_sprinklers_sprinkler_system_11pc,maintenance,maintenance
1/11/21 10:20,Parks Inquiry,PathMntnc,Parks Maintenance,"kudos from councillor findura regarding a previous sr. councillor findura wanted to say thank you as well for the great job!send a thank you pleasejohnsent from my iphonebegin forwarded message:from: regina.councillor@queue.telax.netdate: january 11, 2021 at 8:10:42 am cstto: john findura &lt;jfindura@regina.ca&gt;, mayor &lt;mayor@regina.ca&gt;subject: contact your city councillor? service request 2043139 has been forwarded to parks, no response requested from resident departments discretion to respond.&nbsp;council member to contactmayor sandra masters, ward 5 - councillor john findurayour messagegood morning sandra! i would like to commend the person who cleared the walkway path on the retention pond on cavendish in the glencairn area of the city. i believe it was done shortly after christmas. it's obvious this person knew what they were doing and has a good work ethic. this pathway is used by many citizens in our area for walking, and our children use the basin as a tobogganing hill. there is also a play area with equipment for the children. please pass this on to the city employee who took time to do an exceptional job of clearing the snow. happy new year to all!sincerely,lorraine zerrfull namelorraine zerraddress266 cannon street, regina sk. s4n 5b3preferred phone306-540-4911emaillorzer@sasktel.net",1/11/21 10:22,1.0,50.4595993,-104.5528354,SCRIVENER PARK,0.0988329301995941,255 CANNON ST,50.45957,-104.55144,Service Request 20431391. Lack of,266   CANNON ST,EAST,126,2021,1,1,10,Winter,13,126_locate_request_contact_info,snow,winter service
1/11/21 11:49,Parks Inquiry,IrrigMtnc,Parks Maintenance,coleman park sign just north there is a leak. near the sidewalk. around where the playground is on fines dr. please investigate,1/11/21 11:58,1.0,50.4505432,-104.5427166,COLEMAN PARK,0.0,220 FINES DR,50.4505432,-104.5427166, there is a small line of waterWater,220   FINES DR,EAST,103,2021,1,1,11,Winter,16,103_break_main_line_non,sidewalk,security administration 
1/11/21 11:53,Parks Inquiry,PathMntnc,Parks Maintenance,resident would like to request to have the pathways widened as people walking through are coming into close contact with each other and most do not wear masks. please look into.,1/11/21 11:58,1.0,50.47505,-104.70397,BUNDON PARK,0.6334135572686935,7931 GORDON STASESON BLVD,50.47408,-104.69515,"Crowding, Masks",8045   KESTRAL DR,WEST,-1,2021,1,1,11,Winter,633,-1_tree_hazard_pruning_path,path,security administration 
1/11/21 12:59,Parks Inquiry,ParksMnt,Parks Maintenance,"caller is requesting if we can put up a garbage bins in the dog park area as the one bin is far away from dog park area, she is stating a lot of dog waste is being left bc the bin is so far",1/11/21 13:01,1.0,50.46719,-104.55757,CANNON STREET PARK,0.7958297069171659,311 CANNON ST,50.46131,-104.55116,lack of garbage bins,624   SOLOMON CRES,EAST,86,2021,1,1,12,Winter,17,86_bins_bin_trash_recycling,bin,sanitary
1/11/21 13:23,Parks Inquiry,ParksMnt,Parks Maintenance,"caller is reporting the one way on this parking lot at a.e wilson, does not make sense to have one way, not safe the way its designed people are assuming is that you cant go straight the sign is confusing people would like us to look into this parking lot - we are also not keeping the ice under control",1/11/21 13:31,1.0,50.4602177,-104.6752887,AE WILSON PARK WEST,0.0,1010 MCCARTHY BLVD,50.4602177,-104.6752887,-one way-confusing sign,1010   MCCARTHY BLVD,WEST,68,2021,1,1,13,Winter,21,68_sign_signs_required_signature,ice,winter service
1/11/21 14:08,Parks Inquiry,OutdrRink,Parks Maintenance,caller states flooding for out door rink is very bad. there are patches of large ice sticking out. please fix.,1/11/21 14:10,1.0,50.4334864,-104.6339848,CAEN PARK,0.31698596150797,3010 PRINCESS ST,50.43134,-104.63693,"Flooding, Ice",    MCTAVISH ST,SOUTH,-1,2021,1,1,14,Winter,633,-1_tree_hazard_pruning_path,ice,winter service
1/12/21 8:20,Parks Inquiry,OutdrRink,Parks Maintenance,for the last two or three weeks people party in the hockey rink for hours from 11 to 2. please turn off the lights or put a timer so they can not be turned off when it gets late.,1/12/21 8:21,1.0,50.4323968,-104.6279634,LAKEVIEW PARK,0.0732950321968632,2910 ATHOL ST,50.4325199,-104.62898," partying, hockey rink, lights",2949   ATHOL ST,SOUTH,29,2021,1,2,8,Winter,35,29_rink_outdoor_skating_hockey,lights,public facilities
1/12/21 12:41,Parks Inquiry,OutdrRink,Parks Maintenance,"calling to report condition of rinks at this park boarded and non boarded area the ice rink is extremely bumpy and really bad, kids are tripping, large cracks not safe to skate on, not being cleared carefully, flooded both yesterday early in the day made it worse. apparently several rinks throughout the city are in the same condition and a lot of people are talking about itinstructors of skating classes are repeatedly warning the kids to be careful",1/12/21 12:48,1.0,50.4477111,-104.6367296,LESLIE PARK  LAWN BOWLING PARK,7.900874738066842e-13,3820 VICTORIA AVE,50.44771110000001,-104.6367296,.unsafe skating conditions,3820   VICTORIA AVE,CENTRAL,29,2021,1,2,12,Winter,35,29_rink_outdoor_skating_hockey,ice,winter service
1/12/21 14:34,Parks Inquiry,OutdrRink,Parks Maintenance,thank you to the city workers who prepared and flood the ice in williston park. i see they are using water from a tank truck this year. i want you to know that your efforts are appreciated and the rink is well used!,1/12/21 14:37,1.0,50.48162,-104.67851,WILLISTON PARK,0.0,30 WILLISTON DR,50.48162,-104.67851," Funding, maintenance",30   WILLISTON DR,WEST,7,2021,1,2,14,Winter,70,7_maintenance_repairs_youlack_great,ice,winter service
1/12/21 15:16,Parks Inquiry,ParksMnt,Parks Maintenance,at the baseball field someone has cut a hole in the fence. large enough for people to get through right by batting cage. also there are vehicles parked in the parking lot for the ball diamonds. and gates should be locked up.,1/12/21 15:20,1.0,50.4672738,-104.5959123,EASTVIEW PARK,0.5206251146419768,945 BRODER ST,50.46427,-104.59027,"Fence, parking",750 N WINNIPEG ST,CENTRAL,12,2021,1,2,15,Winter,57,12_fence_fencing_fences_along,parking,security administration 
1/13/21 8:50,Parks Inquiry,OutdrRink,Parks Maintenance,the push-button activated light does not work at this location. the sign says 5:30 pm to 11 pm. i was there at 6:30 pm and the light did not turn on when the button was pushed. dieppe is not listed under the rinks where the light does not work. would this be able to get fixed? location outdoor rink - dieppe park location 45 dorothy st,1/13/21 8:59,1.0,50.4583827,-104.6802211,AE WILSON PARK WEST,0.4044106346642637,1010 MCCARTHY BLVD,50.4602177,-104.6752887,Light doesn't turn on,145   DOROTHY ST,WEST,102,2021,1,3,8,Winter,16,102_working_lights_not_light,sign,security administration 
1/13/21 10:39,Parks Inquiry,ParksMnt,Parks Maintenance,"somone padlocked the gate at the end of the alley by city square and they did not do it the way the city workers do i think it was just a prank.it's caused havoc downtown for 2 days , could someone check it out there is obviously zero activity on the square so it had to be a prank",1/13/21 10:42,1.0,50.4490817,-104.6112641,CITY SQUARE PLAZA,0.0093489438801615,2100 12TH AVE,50.4490062,-104.611206,"padlocked gate, city square",1874   SCARTH ST,CENTRAL,24,2021,1,3,10,Winter,40,24_gate_gates_security_locked,unlock gate/ broken locks,security administration 
1/13/21 10:50,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,"garbage can at sidewalk is full to overflowing, threatening to blow all over the neighbourhood with the upcoming winds!!!north side of 3500 arbor grove drive (woodland grove park) at the intersection of arbor grove and hazel grove",1/13/21 10:54,1.0,50.4241,-104.53122,WOODLAND GROVE PARK,0.0,3507 ARBOR GROVE DR,50.4241,-104.53122,Garbage,3507   ARBOR GROVE DR,EAST,45,2021,1,3,10,Winter,28,45_garbage_capacity_possiblegarbage_groundslitter,sidewalk,security administration 
1/13/21 11:12,Parks Inquiry,PathMntnc,Parks Maintenance,"i?ve noticed with appreciation how most walking paths are being cleared on either side, making for a wider and safer (less slippery) walking surface. how about clearing the path on prince of wales, from the lighted intersection to the stop sign? also, what about the original park in wascana view just down from the fountains? it?s not getting any lovin?/clearing, which makes it a challenge for dog walking unless others tramp in down.",1/13/21 11:25,1.0,50.4203,-104.53918,WASCANA VIEW PARK,0.0,3025 WASCANA CIRCLE,50.4203,-104.53918,Lack of maintenance.,3025   WASCANA CIR,EAST,137,2021,1,3,11,Winter,11,137_matterlack_maintaince_map_down,ice,winter service
1/14/21 9:33,Parks Inquiry,ParksMnt,Parks Maintenance,resident is reporting chainlink fence that runs along entire length of this pathway was knocked down by snow behind 301 brookview unsure if city fence or private - please contact to advise,1/14/21 9:36,1.0,50.4743666,-104.6900089,STEINSON PARK,0.2032144669758974,7700 GORDON STASESON BLVD,50.47579,-104.69181,Fencing,417   BROOKVIEW DR,WEST,12,2021,1,4,9,Winter,57,12_fence_fencing_fences_along,snow,winter service
1/14/21 10:16,Parks Inquiry,PathMntnc,Parks Maintenance,"i would like to request the sidewalk running north and south through gocki park located just south of the core ritchie be cleared. our students in wheelchairs from st. maria faustina school use this sidewalk to access the core ritchiegym on thursday afternoons. if this could be cleared asap, we would really appreciate it! thanks a bunch!425-15th avenue",1/14/21 10:20,1.0,50.4432305,-104.5865071,GOCKI PARK,0.0,2230 LINDSAY ST,50.4432305,-104.5865071, NAccessibility,2230   LINDSAY ST,CENTRAL,-1,2021,1,4,10,Winter,633,-1_tree_hazard_pruning_path,sidewalk,security administration 
1/15/21 8:02,Parks Inquiry,PathMntnc,Parks Maintenance,kiwanis park the walkiing path needs to be cleaned. the whole park is hard to walk in. please clear,1/15/21 8:04,1.0,50.43732,-104.6297699,KIWANIS WATERFALL PARK,0.0,2755 ELPHINSTONE ST,50.43732,-104.6297699," the debrisunsightly, debris,",2755   ELPHINSTONE ST,SOUTH,35,2021,1,5,8,Winter,32,35_debris_dust_crusher_litter,clean,sanitary
1/15/21 11:08,Parks Inquiry,ParksMnt,Parks Maintenance,"sr has been created in response to an inquiry to councillor stadnichuk and mayor.ensure councillor and mayor@regina.ca are copied on the response to the customer.for the first time since we moved into our home in 1990, munro park is being used as a snow dump this morning. i could not read the name on the dump truck because it was obscured by our trees. the dump truck is accessing munro park fromthe north end (gardiner avenue). in addition, the truck and trailer the crew used to bring a small bobcat into the area at 7:30sh this morning, is still parked across the front entrance to the park. again, i am concerned about the damage these vehicles aredoing to the sprinkler system. be safe. be warm.",1/15/21 11:09,1.0,50.4153797,-104.6056405,MUNROE PARK,0.1186494709601625,31 GARDINER AVE,50.4143159,-104.6055101,Damage to sprinkler system.,40   GARDINER AVE,SOUTH,-1,2021,1,5,11,Winter,633,-1_tree_hazard_pruning_path,sprinkler,maintenance
1/15/21 12:16,Parks Inquiry,ParksMnt,Parks Maintenance,just wondering why a private contractor is dumping snow in the north end of monroe park. in the 30+ years we have lived here this is the first time this has happened.,1/15/21 12:27,2.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,-snow removal,31   GARDINER AVE,SOUTH,11,2021,1,5,12,Winter,60,11_removal_snow_clearing_sidewalk,snow,winter service
1/15/21 15:03,Parks Inquiry,ParksMnt,Parks Maintenance,caller states that someone wreaked the park with a front loader. caller suspect that it was 44 gardner as there are huge tire treds going from his place to the park and some of the bushes are wreaked. please investigate.,1/15/21 15:07,1.0,50.4143159,-104.6055101,MUNROE PARK,0.0,31 GARDINER AVE,50.4143159,-104.6055101,Vandalism,31   GARDINER AVE,SOUTH,9,2021,1,5,15,Winter,66,9_vandalism_graffiti_inappropriate_vandalized,vandalism,public facilities 
1/15/21 16:01,Parks Inquiry,OutdrRink,Parks Maintenance,mcnab park rink lights have not worked properly since the power went out in the storm 2 days ago - also asking to have the heat turned up some inside the shack,1/15/21 16:03,1.0,50.4491616,-104.6470508,MCNAB PARK,0.0,4802 11TH AVE,50.4491616,-104.6470508,"Broken lights, no heat",4802   11TH AVE,WEST,102,2021,1,5,16,Winter,16,102_working_lights_not_light,lights,public facilities
